Camera.trap.days	species	sd
874	874	27.58	1.41549862721105
875	875	27.58	1.41549862721105
876	876	27.61	1.4205917105491
877	877	27.61	1.4205917105491
878	878	27.62	1.41264134002781
879	879	27.62	1.41264134002781
880	880	27.62	1.41264134002781
881	881	27.62	1.41264134002781
882	882	27.63	1.41174725182318
883	883	27.63	1.41174725182318
884	884	27.64	1.4179227942681
885	885	27.64	1.4179227942681
886	886	27.64	1.4179227942681
887	887	27.64	1.4179227942681
888	888	27.64	1.4179227942681
889	889	27.64	1.4179227942681
890	890	27.65	1.42400062421959
891	891	27.65	1.42400062421959
892	892	27.66	1.4086314011275
893	893	27.66	1.4086314011275
894	894	27.66	1.4086314011275
895	895	27.67	1.42172892328782
896	896	27.67	1.42172892328782
897	897	27.67	1.42172892328782
898	898	27.67	1.42172892328782
899	899	27.67	1.42172892328782
900	900	27.67	1.42172892328782
901	901	27.67	1.42172892328782
902	902	27.68	1.43463647596937
903	903	27.68	1.43463647596937
904	904	27.68	1.43463647596937
905	905	27.68	1.43463647596937
906	906	27.69	1.44735914162605
907	907	27.7	1.45296631451356
908	908	27.7	1.45296631451356
909	909	27.71	1.45154045653909
910	910	27.71	1.45154045653909
911	911	27.71	1.45154045653909
912	912	27.71	1.45154045653909
913	913	27.72	1.42899272287167
914	914	27.72	1.42899272287167
915	915	27.72	1.42899272287167
916	916	27.72	1.42899272287167
917	917	27.73	1.42740139676082
918	918	27.73	1.42740139676082
919	919	27.74	1.41863499622886
920	920	27.75	1.42400062421959
921	921	27.76	1.41507040193209
922	922	27.78	1.43955660962785
923	923	27.78	1.43955660962785
924	924	27.78	1.43955660962785
925	925	27.78	1.43955660962785
926	926	27.78	1.43955660962785
927	927	27.79	1.43755544469271
928	928	27.8	1.4213381090374
929	929	27.8	1.4213381090374
930	930	27.8	1.4213381090374
931	931	27.81	1.41203342164355
932	932	27.83	1.37844151493671
933	933	27.84	1.38330595080602
934	934	27.85	1.38808057286588
935	935	27.85	1.38808057286588
936	936	27.85	1.38808057286588
937	937	27.85	1.38808057286588
938	938	27.86	1.40719651086905
939	939	27.87	1.41174725182318
940	940	27.89	1.39909783341793
941	941	27.89	1.39909783341793
942	942	27.9	1.39624315557676
943	943	27.9	1.39624315557676
944	944	27.92	1.39029827480627
945	945	27.92	1.39029827480627
946	946	27.92	1.39029827480627
947	947	27.92	1.39029827480627
948	948	27.93	1.37990630629091
949	949	27.93	1.37990630629091
950	950	27.94	1.36196530607409
951	951	27.94	1.36196530607409
952	952	27.94	1.36196530607409
953	953	27.96	1.36270675384314
954	954	27.97	1.35925558949587
955	955	27.98	1.35572113577232
956	956	28	1.32573593055923
957	957	28.01	1.32950207129427
958	958	28.05	1.35120597088585
959	959	28.05	1.35120597088585
960	960	28.05	1.35120597088585
961	961	28.05	1.35120597088585
962	962	28.05	1.35120597088585
963	963	28.05	1.35120597088585
964	964	28.06	1.34705065032665
965	965	28.07	1.35030860670194
966	966	28.08	1.35348409370749
967	967	28.09	1.33405283617141
968	968	28.1	1.33711584684304
969	969	28.1	1.33711584684304
970	970	28.1	1.33711584684304
971	971	28.11	1.34009648378711
972	972	28.11	1.34009648378711
973	973	28.12	1.33545286080578
974	974	28.13	1.33071713027528
975	975	28.13	1.33071713027528
976	976	28.13	1.33071713027528
977	977	28.14	1.34103834336824
978	978	28.14	1.34103834336824
979	979	28.14	1.34103834336824
980	980	28.14	1.34103834336824
981	981	28.15	1.34370962471642
982	982	28.15	1.34370962471642
983	983	28.16	1.33877676717339
984	984	28.17	1.34130194553311
985	985	28.17	1.34130194553311
986	986	28.17	1.34130194553311
987	987	28.17	1.34130194553311
988	988	28.18	1.328628061292
989	989	28.18	1.328628061292
990	990	28.18	1.328628061292
991	991	28.18	1.328628061292
992	992	28.2	1.31809473763222
993	993	28.21	1.3279816841867
994	994	28.21	1.3279816841867
995	995	28.22	1.3377200564748
996	996	28.24	1.31901401804453
997	997	28.27	1.28593793148673
998	998	28.28	1.27983584806013
999	999	28.28	1.27983584806013
1000	1000	28.29	1.26566946392776
1001	1001	28.29	1.26566946392776
1002	1002	28.29	1.26566946392776
1003	1003	28.29	1.26566946392776
1004	1004	28.3	1.26730446462585
1005	1005	28.3	1.26730446462585
1006	1006	28.31	1.25283516856606
1007	1007	28.31	1.25283516856606
1008	1008	28.31	1.25283516856606
1009	1009	28.33	1.24766448481419
1010	1010	28.34	1.23271892968185
1011	1011	28.35	1.22577536788975
1012	1012	28.36	1.22696965954931
1013	1013	28.36	1.22696965954931
1014	1014	28.36	1.22696965954931
1015	1015	28.37	1.23627822046004
1016	1016	28.37	1.23627822046004
1017	1017	28.37	1.23627822046004
1018	1018	28.37	1.23627822046004
1019	1019	28.37	1.23627822046004
1020	1020	28.38	1.24543611281796
1021	1021	28.38	1.24543611281796
1022	1022	28.38	1.24543611281796
1023	1023	28.38	1.24543611281796
1024	1024	28.38	1.24543611281796
1025	1025	28.38	1.24543611281796
1026	1026	28.38	1.24543611281796
1027	1027	28.38	1.24543611281796
1028	1028	28.38	1.24543611281796
1029	1029	28.4	1.2552918289217
1030	1030	28.4	1.2552918289217
1031	1031	28.41	1.25605603683783
1032	1032	28.41	1.25605603683783
1033	1033	28.43	1.25734207394372
1034	1034	28.44	1.24980806607263
1035	1035	28.44	1.24980806607263
1036	1036	28.44	1.24980806607263
1037	1037	28.44	1.24980806607263
1038	1038	28.44	1.24980806607263
1039	1039	28.44	1.24980806607263
1040	1040	28.45	1.25830573921179
1041	1041	28.45	1.25830573921179
1042	1042	28.46	1.25866692347198
1043	1043	28.46	1.25866692347198
1044	1044	28.46	1.25866692347198
1045	1045	28.46	1.25866692347198
1046	1046	28.46	1.25866692347198
1047	1047	28.46	1.25866692347198
1048	1048	28.47	1.25894777292368
1049	1049	28.47	1.25894777292368
1050	1050	28.47	1.25894777292368
1051	1051	28.47	1.25894777292368
1052	1052	28.47	1.25894777292368
1053	1053	28.47	1.25894777292368
1054	1054	28.47	1.25894777292368
1055	1055	28.48	1.24300060541035
1056	1056	28.48	1.24300060541035
1057	1057	28.48	1.24300060541035
1058	1058	28.48	1.24300060541035
1059	1059	28.49	1.23497024869084
1060	1060	28.5	1.22680499878771
1061	1061	28.5	1.22680499878771
1062	1062	28.5	1.22680499878771
1063	1063	28.5	1.22680499878771
1064	1064	28.51	1.21850214392404
1065	1065	28.51	1.21850214392404
1066	1066	28.51	1.21850214392404
1067	1067	28.51	1.21850214392404
1068	1068	28.51	1.21850214392404
1069	1069	28.51	1.21850214392404
1070	1070	28.52	1.21837779216647
1071	1071	28.52	1.21837779216647
1072	1072	28.52	1.21837779216647
1073	1073	28.52	1.21837779216647
1074	1074	28.53	1.23464303923986
1075	1075	28.53	1.23464303923986
1076	1076	28.54	1.2425129310548
1077	1077	28.54	1.2425129310548
1078	1078	28.54	1.2425129310548
1079	1079	28.55	1.23398836004529
1080	1080	28.56	1.24169971483374
1081	1081	28.56	1.24169971483374
1082	1082	28.56	1.24169971483374
1083	1083	28.57	1.24117083856536
1084	1084	28.58	1.24867606655686
1085	1085	28.58	1.24867606655686
1086	1086	28.58	1.24867606655686
1087	1087	28.58	1.24867606655686
1088	1088	28.58	1.24867606655686
1089	1089	28.58	1.24867606655686
1090	1090	28.58	1.24867606655686
1091	1091	28.58	1.24867606655686
1092	1092	28.58	1.24867606655686
1093	1093	28.58	1.24867606655686
1094	1094	28.58	1.24867606655686
1095	1095	28.58	1.24867606655686
1096	1096	28.58	1.24867606655686
1097	1097	28.58	1.24867606655686
1098	1098	28.59	1.25605603683783
1099	1099	28.6	1.23909383637945
1100	1100	28.6	1.23909383637945
1101	1101	28.62	1.21256052644931
1102	1102	28.62	1.21256052644931
1103	1103	28.63	1.21151878969242
1104	1104	28.63	1.21151878969242
1105	1105	28.64	1.21870936865707
1106	1106	28.64	1.21870936865707
1107	1107	28.64	1.21870936865707
1108	1108	28.64	1.21870936865707
1109	1109	28.64	1.21870936865707
1110	1110	28.64	1.21870936865707
1111	1111	28.65	1.22577536788975
1112	1112	28.66	1.23271892968185
1113	1113	28.66	1.23271892968185
1114	1114	28.67	1.23954211161406
1115	1115	28.69	1.22840949971494
1116	1116	28.69	1.22840949971494
1117	1117	28.7	1.23501114377666
1118	1118	28.71	1.23333333333333
1119	1119	28.72	1.23157122277507
1120	1120	28.72	1.23157122277507
1121	1121	28.72	1.23157122277507
1122	1122	28.72	1.23157122277507
1123	1123	28.72	1.23157122277507
1124	1124	28.73	1.23791124173918
1125	1125	28.73	1.23791124173918
1126	1126	28.73	1.23791124173918
1127	1127	28.73	1.23791124173918
1128	1128	28.75	1.24214704963997
1129	1129	28.75	1.24214704963997
1130	1130	28.75	1.24214704963997
1131	1131	28.76	1.24007168251588
1132	1132	28.77	1.22972444971311
1133	1133	28.79	1.20851357067476
1134	1134	28.81	1.21185224288519
1135	1135	28.82	1.20084145582179
1136	1136	28.82	1.20084145582179
1137	1137	28.83	1.20650593270674
1138	1138	28.83	1.20650593270674
1139	1139	28.83	1.20650593270674
1140	1140	28.83	1.20650593270674
1141	1141	28.84	1.20369800568452
1142	1142	28.85	1.20079939703482
1143	1143	28.85	1.20079939703482
1144	1144	28.85	1.20079939703482
1145	1145	28.86	1.21455815634802
1146	1146	28.86	1.21455815634802
1147	1147	28.86	1.21455815634802
1148	1148	28.87	1.19472747410183
1149	1149	28.88	1.20838819102225
1150	1150	28.88	1.20838819102225
1151	1151	28.88	1.20838819102225
1152	1152	28.88	1.20838819102225
1153	1153	28.89	1.19675487140108
1154	1154	28.89	1.19675487140108
1155	1155	28.89	1.19675487140108
1156	1156	28.9	1.19341628287971
1157	1157	28.91	1.1814645935696
1158	1158	28.91	1.1814645935696
1159	1159	28.92	1.1779111797902
1160	1160	28.92	1.1779111797902
1161	1161	28.92	1.1779111797902
1162	1162	28.93	1.19134081156189
1163	1163	28.94	1.18764685429005
1164	1164	28.94	1.18764685429005
1165	1165	28.95	1.19235782033632
1166	1166	28.96	1.18849705617021
1167	1167	28.97	1.20147216094896
1168	1168	28.97	1.20147216094896
1169	1169	28.97	1.20147216094896
1170	1170	28.97	1.20147216094896
1171	1171	28.98	1.20587786037451
1172	1172	28.98	1.20587786037451
1173	1173	28.98	1.20587786037451
1174	1174	28.99	1.21850214392404
1175	1175	29	1.2226812728383
1176	1176	29.01	1.21850214392404
1177	1177	29.01	1.21850214392404
1178	1178	29.03	1.23464303923986
1179	1179	29.04	1.23025824668455
1180	1180	29.04	1.23025824668455
1181	1181	29.04	1.23025824668455
1182	1182	29.04	1.23025824668455
1183	1183	29.05	1.23398836004529
1184	1184	29.06	1.22119332266154
1185	1185	29.06	1.22119332266154
1186	1186	29.06	1.22119332266154
1187	1187	29.06	1.22119332266154
1188	1188	29.07	1.22478610789844
1189	1189	29.08	1.22828615097903
1190	1190	29.08	1.22828615097903
1191	1191	29.08	1.22828615097903
1192	1192	29.08	1.22828615097903
1193	1193	29.09	1.23986802816781
1194	1194	29.09	1.23986802816781
1195	1195	29.1	1.23501114377666
1196	1196	29.1	1.23501114377666
1197	1197	29.1	1.23501114377666
1198	1198	29.1	1.23501114377666
1199	1199	29.1	1.23501114377666
1200	1200	29.1	1.23501114377666
1201	1201	29.11	1.23005296757103
1202	1202	29.11	1.23005296757103
1203	1203	29.11	1.23005296757103
1204	1204	29.12	1.22499226961073
1205	1205	29.12	1.22499226961073
1206	1206	29.13	1.21151878969242
1207	1207	29.13	1.21151878969242
1208	1208	29.13	1.21151878969242
1209	1209	29.13	1.21151878969242
1210	1210	29.14	1.20621287298283
1211	1211	29.14	1.20621287298283
1212	1212	29.14	1.20621287298283
1213	1213	29.14	1.20621287298283
1214	1214	29.15	1.20918204258962
1215	1215	29.15	1.20918204258962
1216	1216	29.15	1.20918204258962
1217	1217	29.15	1.20918204258962
1218	1218	29.15	1.20918204258962
1219	1219	29.15	1.20918204258962
1220	1220	29.15	1.20918204258962
1221	1221	29.16	1.22036589975832
1222	1222	29.16	1.22036589975832
1223	1223	29.18	1.22581656973067
1224	1224	29.19	1.21185224288519
1225	1225	29.19	1.21185224288519
1226	1226	29.19	1.21185224288519
1227	1227	29.2	1.21439181269781
1228	1228	29.21	1.21684307562934
1229	1229	29.21	1.21684307562934
1230	1230	29.22	1.2192065643133
1231	1231	29.22	1.2192065643133
1232	1232	29.23	1.22972444971311
1233	1233	29.23	1.22972444971311
1234	1234	29.23	1.22972444971311
1235	1235	29.24	1.22367223445404
1236	1236	29.24	1.22367223445404
1237	1237	29.25	1.22577536788975
1238	1238	29.25	1.22577536788975
1239	1239	29.26	1.22779263211454
1240	1240	29.26	1.22779263211454
1241	1241	29.26	1.22779263211454
1242	1242	29.26	1.22779263211454
1243	1243	29.26	1.22779263211454
1244	1244	29.26	1.22779263211454
1245	1245	29.27	1.23791124173918
1246	1246	29.28	1.23157122277507
1247	1247	29.29	1.23333333333333
1248	1248	29.29	1.23333333333333
1249	1249	29.29	1.23333333333333
1250	1250	29.29	1.23333333333333
1251	1251	29.29	1.23333333333333
1252	1252	29.32	1.23811521795401
1253	1253	29.33	1.23954211161406
1254	1254	29.33	1.23954211161406
1255	1255	29.33	1.23954211161406
1256	1256	29.33	1.23954211161406
1257	1257	29.33	1.23954211161406
1258	1258	29.33	1.23954211161406
1259	1259	29.33	1.23954211161406
1260	1260	29.34	1.24088596567049
1261	1261	29.34	1.24088596567049
1262	1262	29.34	1.24088596567049
1263	1263	29.35	1.24214704963997
1264	1264	29.35	1.24214704963997
1265	1265	29.35	1.24214704963997
1266	1266	29.36	1.24332561537941
1267	1267	29.38	1.22910824206295
1268	1268	29.39	1.23823758755431
1269	1269	29.39	1.23823758755431
1270	1270	29.4	1.20604537831105
1271	1271	29.4	1.20604537831105
1272	1272	29.42	1.19070473996612
1273	1273	29.42	1.19070473996612
1274	1274	29.43	1.18283173321099
1275	1275	29.43	1.18283173321099
1276	1276	29.45	1.19235782033632
1277	1277	29.46	1.18423994292721
1278	1278	29.46	1.18423994292721
1279	1279	29.46	1.18423994292721
1280	1280	29.47	1.1759801413839
1281	1281	29.47	1.1759801413839
1282	1282	29.48	1.16757540366022
1283	1283	29.48	1.16757540366022
1284	1284	29.48	1.16757540366022
1285	1285	29.48	1.16757540366022
1286	1286	29.48	1.16757540366022
1287	1287	29.49	1.17632366878227
1288	1288	29.49	1.17632366878227
1289	1289	29.5	1.15031835733953
1290	1290	29.5	1.15031835733953
1291	1291	29.5	1.15031835733953
1292	1292	29.5	1.15031835733953
1293	1293	29.53	1.15867391984339
1294	1294	29.53	1.15867391984339
1295	1295	29.53	1.15867391984339
1296	1296	29.53	1.15867391984339
1297	1297	29.53	1.15867391984339
1298	1298	29.53	1.15867391984339
1299	1299	29.53	1.15867391984339
1300	1300	29.55	1.14922020113948
1301	1301	29.55	1.14922020113948
1302	1302	29.56	1.13990961895842
1303	1303	29.56	1.13990961895842
1304	1304	29.57	1.14816498304156
1305	1305	29.57	1.14816498304156
1306	1306	29.58	1.13866836988021
1307	1307	29.58	1.13866836988021
1308	1308	29.58	1.13866836988021
1309	1309	29.58	1.13866836988021
1310	1310	29.58	1.13866836988021
1311	1311	29.58	1.13866836988021
1312	1312	29.58	1.13866836988021
1313	1313	29.58	1.13866836988021
1314	1314	29.58	1.13866836988021
1315	1315	29.58	1.13866836988021
1316	1316	29.58	1.13866836988021
1317	1317	29.58	1.13866836988021
1318	1318	29.58	1.13866836988021
1319	1319	29.59	1.13791409379113
1320	1320	29.6	1.14591941825388
1321	1321	29.62	1.13511446492627
1322	1322	29.62	1.13511446492627
1323	1323	29.63	1.134001585519
1324	1324	29.63	1.134001585519
1325	1325	29.63	1.134001585519
1326	1326	29.64	1.13279844775332
1327	1327	29.64	1.13279844775332
1328	1328	29.65	1.12254220860554
1329	1329	29.65	1.12254220860554
1330	1330	29.66	1.13012022244172
1331	1331	29.66	1.13012022244172
1332	1332	29.66	1.13012022244172
1333	1333	29.66	1.13012022244172
1334	1334	29.66	1.13012022244172
1335	1335	29.66	1.13012022244172
1336	1336	29.67	1.13755896728056
1337	1337	29.67	1.13755896728056
1338	1338	29.67	1.13755896728056
1339	1339	29.67	1.13755896728056
1340	1340	29.67	1.13755896728056
1341	1341	29.68	1.10900811083553
1342	1342	29.68	1.10900811083553
1343	1343	29.7	1.10554159678513
1344	1344	29.7	1.10554159678513
1345	1345	29.71	1.08520816789995
1346	1346	29.72	1.07383951926315
1347	1347	29.72	1.07383951926315
1348	1348	29.72	1.07383951926315
1349	1349	29.72	1.07383951926315
1350	1350	29.74	1.07890704142683
1351	1351	29.74	1.07890704142683
1352	1352	29.74	1.07890704142683
1353	1353	29.74	1.07890704142683
1354	1354	29.74	1.07890704142683
1355	1355	29.74	1.07890704142683
1356	1356	29.74	1.07890704142683
1357	1357	29.74	1.07890704142683
1358	1358	29.74	1.07890704142683
1359	1359	29.74	1.07890704142683
1360	1360	29.74	1.07890704142683
1361	1361	29.76	1.09286020805199
1362	1362	29.76	1.09286020805199
1363	1363	29.76	1.09286020805199
1364	1364	29.76	1.09286020805199
1365	1365	29.76	1.09286020805199
1366	1366	29.76	1.09286020805199
1367	1367	29.76	1.09286020805199
1368	1368	29.76	1.09286020805199
1369	1369	29.76	1.09286020805199
1370	1370	29.76	1.09286020805199
1371	1371	29.76	1.09286020805199
1372	1372	29.77	1.09963262919573
1373	1373	29.78	1.09710362483968
1374	1374	29.78	1.09710362483968
1375	1375	29.78	1.09710362483968
1376	1376	29.78	1.09710362483968
1377	1377	29.78	1.09710362483968
1378	1378	29.78	1.09710362483968
1379	1379	29.79	1.10366698241852
1380	1380	29.79	1.10366698241852
1381	1381	29.79	1.10366698241852
1382	1382	29.79	1.10366698241852
1383	1383	29.79	1.10366698241852
1384	1384	29.79	1.10366698241852
1385	1385	29.79	1.10366698241852
1386	1386	29.79	1.10366698241852
1387	1387	29.8	1.08245885451465
1388	1388	29.8	1.08245885451465
1389	1389	29.8	1.08245885451465
1390	1390	29.8	1.08245885451465
1391	1391	29.82	1.08599905128593
1392	1392	29.83	1.08297196770197
1393	1393	29.83	1.08297196770197
1394	1394	29.83	1.08297196770197
1395	1395	29.84	1.08915684190232
1396	1396	29.84	1.08915684190232
1397	1397	29.84	1.08915684190232
1398	1398	29.84	1.08915684190232
1399	1399	29.84	1.08915684190232
1400	1400	29.85	1.08595254467814
1401	1401	29.85	1.08595254467814
1402	1402	29.85	1.08595254467814
1403	1403	29.87	1.06983431172563
1404	1404	29.87	1.06983431172563
1405	1405	29.87	1.06983431172563
1406	1406	29.88	1.07571916277982
1407	1407	29.88	1.07571916277982
1408	1408	29.88	1.07571916277982
1409	1409	29.88	1.07571916277982
1410	1410	29.88	1.07571916277982
1411	1411	29.88	1.07571916277982
1412	1412	29.88	1.07571916277982
1413	1413	29.89	1.07209791502173
1414	1414	29.89	1.07209791502173
1415	1415	29.89	1.07209791502173
1416	1416	29.89	1.07209791502173
1417	1417	29.89	1.07209791502173
1418	1418	29.89	1.07209791502173
1419	1419	29.9	1.05887304300946
1420	1420	29.9	1.05887304300946
1421	1421	29.9	1.05887304300946
1422	1422	29.9	1.05887304300946
1423	1423	29.9	1.05887304300946
1424	1424	29.91	1.05500251328151
1425	1425	29.91	1.05500251328151
1426	1426	29.91	1.05500251328151
1427	1427	29.91	1.05500251328151
1428	1428	29.92	1.06058874444739
1429	1429	29.92	1.06058874444739
1430	1430	29.93	1.0372360318937
1431	1431	29.93	1.0372360318937
1432	1432	29.93	1.0372360318937
1433	1433	29.93	1.0372360318937
1434	1434	29.93	1.0372360318937
1435	1435	29.93	1.0372360318937
1436	1436	29.93	1.0372360318937
1437	1437	29.93	1.0372360318937
1438	1438	29.94	1.0427237061047
1439	1439	29.94	1.0427237061047
1440	1440	29.95	1.01876336206147
1441	1441	29.96	1.02415276638248
1442	1442	29.96	1.02415276638248
1443	1443	29.96	1.02415276638248
1444	1444	29.96	1.02415276638248
1445	1445	29.96	1.02415276638248
1446	1446	29.96	1.02415276638248
1447	1447	29.96	1.02415276638248
1448	1448	29.96	1.02415276638248
1449	1449	29.97	1.01955625126569
1450	1450	29.97	1.01955625126569
1451	1451	29.97	1.01955625126569
1452	1452	29.97	1.01955625126569
1453	1453	29.97	1.01955625126569
1454	1454	29.98	1.02474436329311
1455	1455	29.98	1.02474436329311
1456	1456	29.98	1.02474436329311
1457	1457	29.98	1.02474436329311
1458	1458	29.99	1.02980825909732
1459	1459	29.99	1.02980825909732
1460	1460	30	0.994936676326182
1461	1461	30.01	0.989796428411908
1462	1462	30.01	0.989796428411908
1463	1463	30.02	0.994733607301448
1464	1464	30.02	0.994733607301448
1465	1465	30.02	0.994733607301448
1466	1466	30.02	0.994733607301448
1467	1467	30.02	0.994733607301448
1468	1468	30.05	0.988571053224161
1469	1469	30.07	0.966666666666668
1470	1470	30.07	0.966666666666668
1471	1471	30.07	0.966666666666668
1472	1472	30.07	0.966666666666668
1473	1473	30.07	0.966666666666668
1474	1474	30.07	0.966666666666668
1475	1475	30.08	0.960639517627857
1476	1476	30.08	0.960639517627857
1477	1477	30.08	0.960639517627857
1478	1478	30.08	0.960639517627857
1479	1479	30.08	0.960639517627857
1480	1480	30.08	0.960639517627857
1481	1481	30.08	0.960639517627857
1482	1482	30.08	0.960639517627857
1483	1483	30.08	0.960639517627857
1484	1484	30.09	0.964993327029841
1485	1485	30.09	0.964993327029841
1486	1486	30.09	0.964993327029841
1487	1487	30.09	0.964993327029841
1488	1488	30.09	0.964993327029841
1489	1489	30.1	0.958744970882205
1490	1490	30.1	0.958744970882205
1491	1491	30.1	0.958744970882205
1492	1492	30.1	0.958744970882205
1493	1493	30.1	0.958744970882205
1494	1494	30.1	0.958744970882205
1495	1495	30.1	0.958744970882205
1496	1496	30.11	0.952349566582406
1497	1497	30.11	0.952349566582406
1498	1498	30.11	0.952349566582406
1499	1499	30.11	0.952349566582406
1500	1500	30.11	0.952349566582406
1501	1501	30.13	0.939105527573548
1502	1502	30.14	0.943023292020365
1503	1503	30.14	0.943023292020365
1504	1504	30.14	0.943023292020365
1505	1505	30.14	0.943023292020365
1506	1506	30.14	0.943023292020365
1507	1507	30.15	0.936089005523847
1508	1508	30.15	0.936089005523847
1509	1509	30.15	0.936089005523847
1510	1510	30.15	0.936089005523847
1511	1511	30.15	0.936089005523847
1512	1512	30.15	0.936089005523847
1513	1513	30.15	0.936089005523847
1514	1514	30.15	0.936089005523847
1515	1515	30.15	0.936089005523847
1516	1516	30.15	0.936089005523847
1517	1517	30.17	0.92173529800912
1518	1518	30.17	0.92173529800912
1519	1519	30.17	0.92173529800912
1520	1520	30.17	0.92173529800912
1521	1521	30.17	0.92173529800912
1522	1522	30.17	0.92173529800912
1523	1523	30.17	0.92173529800912
1524	1524	30.17	0.92173529800912
1525	1525	30.17	0.92173529800912
1526	1526	30.18	0.914308260905257
1527	1527	30.18	0.914308260905257
1528	1528	30.18	0.914308260905257
1529	1529	30.19	0.917781690993687
1530	1530	30.19	0.917781690993687
1531	1531	30.19	0.917781690993687
1532	1532	30.19	0.917781690993687
1533	1533	30.2	0.921132372943676
1534	1534	30.2	0.921132372943676
1535	1535	30.2	0.921132372943676
1536	1536	30.2	0.921132372943676
1537	1537	30.21	0.902241876682968
1538	1538	30.21	0.902241876682968
1539	1539	30.21	0.902241876682968
1540	1540	30.21	0.902241876682968
1541	1541	30.21	0.902241876682968
1542	1542	30.21	0.902241876682968
1543	1543	30.21	0.902241876682968
1544	1544	30.22	0.871316199316827
1545	1545	30.22	0.871316199316827
1546	1546	30.23	0.874498413233252
1547	1547	30.23	0.874498413233252
1548	1548	30.23	0.874498413233252
1549	1549	30.23	0.874498413233252
1550	1550	30.23	0.874498413233252
1551	1551	30.24	0.865967083611722
1552	1552	30.25	0.868936421753919
1553	1553	30.26	0.860115096831802
1554	1554	30.26	0.860115096831802
1555	1555	30.28	0.85374989832438
1556	1556	30.29	0.844411216783804
1557	1557	30.29	0.844411216783804
1558	1558	30.29	0.844411216783804
1559	1559	30.29	0.844411216783804
1560	1560	30.29	0.844411216783804
1561	1561	30.3	0.834847109936722
1562	1562	30.3	0.834847109936722
1563	1563	30.3	0.834847109936722
1564	1564	30.3	0.834847109936722
1565	1565	30.3	0.834847109936722
1566	1566	30.3	0.834847109936722
1567	1567	30.3	0.834847109936722
1568	1568	30.3	0.834847109936722
1569	1569	30.3	0.834847109936722
1570	1570	30.3	0.834847109936722
1571	1571	30.31	0.825049738323133
1572	1572	30.31	0.825049738323133
1573	1573	30.31	0.825049738323133
1574	1574	30.31	0.825049738323133
1575	1575	30.31	0.825049738323133
1576	1576	30.31	0.825049738323133
1577	1577	30.32	0.815010689649176
1578	1578	30.32	0.815010689649176
1579	1579	30.32	0.815010689649176
1580	1580	30.33	0.817176711475418
1581	1581	30.33	0.817176711475418
1582	1582	30.33	0.817176711475418
1583	1583	30.33	0.817176711475418
1584	1584	30.33	0.817176711475418
1585	1585	30.33	0.817176711475418
1586	1586	30.33	0.817176711475418
1587	1587	30.33	0.817176711475418
1588	1588	30.34	0.819213715162967
1589	1589	30.34	0.819213715162967
1590	1590	30.34	0.819213715162967
1591	1591	30.35	0.79613967608604
1592	1592	30.35	0.79613967608604
1593	1593	30.36	0.797977240757952
1594	1594	30.36	0.797977240757952
1595	1595	30.36	0.797977240757952
1596	1596	30.36	0.797977240757952
1597	1597	30.37	0.774009631135757
1598	1598	30.37	0.774009631135757
1599	1599	30.37	0.774009631135757
1600	1600	30.37	0.774009631135757
1601	1601	30.38	0.775639195513069
1602	1602	30.39	0.777135376842023
1603	1603	30.4	0.778498944161522
1604	1604	30.4	0.778498944161522
1605	1605	30.4	0.778498944161522
1606	1606	30.4	0.778498944161522
1607	1607	30.41	0.779730593204986
1608	1608	30.42	0.76778574452444
1609	1609	30.42	0.76778574452444
1610	1610	30.42	0.76778574452444
1611	1611	30.42	0.76778574452444
1612	1612	30.42	0.76778574452444
1613	1613	30.42	0.76778574452444
1614	1614	30.42	0.76778574452444
1615	1615	30.43	0.755518418576331
1616	1616	30.43	0.755518418576331
1617	1617	30.43	0.755518418576331
1618	1618	30.44	0.756386946027768
1619	1619	30.44	0.756386946027768
1620	1620	30.44	0.756386946027768
1621	1621	30.44	0.756386946027768
1622	1622	30.46	0.757721198160257
1623	1623	30.46	0.757721198160257
1624	1624	30.46	0.757721198160257
1625	1625	30.46	0.757721198160257
1626	1626	30.46	0.757721198160257
1627	1627	30.46	0.757721198160257
1628	1628	30.46	0.757721198160257
1629	1629	30.46	0.757721198160257
1630	1630	30.46	0.757721198160257
1631	1631	30.47	0.758187631690524
1632	1632	30.48	0.758520622892704
1633	1633	30.48	0.758520622892704
1634	1634	30.48	0.758520622892704
1635	1635	30.48	0.758520622892704
1636	1636	30.48	0.758520622892704
1637	1637	30.48	0.758520622892704
1638	1638	30.5	0.717740562565273
1639	1639	30.5	0.717740562565273
1640	1640	30.51	0.717670192393766
1641	1641	30.51	0.717670192393766
1642	1642	30.51	0.717670192393766
1643	1643	30.51	0.717670192393766
1644	1644	30.51	0.717670192393766
1645	1645	30.51	0.717670192393766
1646	1646	30.51	0.717670192393766
1647	1647	30.51	0.717670192393766
1648	1648	30.51	0.717670192393766
1649	1649	30.51	0.717670192393766
1650	1650	30.51	0.717670192393766
1651	1651	30.51	0.717670192393766
1652	1652	30.51	0.717670192393766
1653	1653	30.51	0.717670192393766
1654	1654	30.52	0.717459040466754
1655	1655	30.52	0.717459040466754
1656	1656	30.53	0.717106982424816
1657	1657	30.53	0.717106982424816
1658	1658	30.54	0.70237691685685
1659	1659	30.55	0.672324476737388
1660	1660	30.55	0.672324476737388
1661	1661	30.56	0.656282767339712
1662	1662	30.56	0.656282767339712
1663	1663	30.56	0.656282767339712
1664	1664	30.56	0.656282767339712
