File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note
01120015.JPG,,SC15_12JanTo30Jan,12-Jan-21,13:12:41,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120016.JPG,,SC15_12JanTo30Jan,12-Jan-21,16:45:29,Ok,FALSE,FALSE,Procyon lotor,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120017.JPG,,SC15_12JanTo30Jan,12-Jan-21,18:01:40,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120018.JPG,,SC15_12JanTo30Jan,12-Jan-21,18:21:47,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120019.JPG,,SC15_12JanTo30Jan,12-Jan-21,18:27:00,Ok,FALSE,FALSE,Sylvilagus audubonii,2,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120020.JPG,,SC15_12JanTo30Jan,12-Jan-21,18:37:22,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120021.JPG,,SC15_12JanTo30Jan,12-Jan-21,18:58:44,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120022.JPG,,SC15_12JanTo30Jan,12-Jan-21,19:12:43,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120023.JPG,,SC15_12JanTo30Jan,12-Jan-21,19:53:53,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120024.JPG,,SC15_12JanTo30Jan,12-Jan-21,19:56:24,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130025.JPG,,SC15_12JanTo30Jan,13-Jan-21,4:19:37,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130026.JPG,,SC15_12JanTo30Jan,13-Jan-21,6:36:20,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130027.JPG,,SC15_12JanTo30Jan,13-Jan-21,7:08:29,Ok,FALSE,FALSE,Sylvilagus audubonii,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130028.JPG,,SC15_12JanTo30Jan,13-Jan-21,10:50:59,Ok,FALSE,FALSE,Homo sapien,1,Canis familiaris,1,FALSE,FALSE,FALSE,FALSE,FALSE,
