File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note
01120008.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:02:04,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120009.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:14:44,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120010.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:16:05,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120011.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:20:48,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120012.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:38:53,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120013.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:45:56,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120014.JPG,,SC12_12JanTo27Feb,12-Jan-21,12:50:59,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120015.JPG,,SC12_12JanTo27Feb,12-Jan-21,20:56:01,Ok,FALSE,FALSE,Pecari tajacu,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120016.JPG,,SC12_12JanTo27Feb,12-Jan-21,21:12:26,Ok,FALSE,FALSE,Pecari tajacu,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01120017.JPG,,SC12_12JanTo27Feb,12-Jan-21,21:13:57,Ok,FALSE,FALSE,Pecari tajacu,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130018.JPG,,SC12_12JanTo27Feb,13-Jan-21,12:04:30,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130019.JPG,,SC12_12JanTo27Feb,13-Jan-21,12:07:21,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130020.JPG,,SC12_12JanTo27Feb,13-Jan-21,12:14:01,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01130021.JPG,,SC12_12JanTo27Feb,13-Jan-21,12:16:09,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140022.JPG,,SC12_12JanTo27Feb,14-Jan-21,8:16:19,Ok,FALSE,FALSE,Pecari tajacu,2,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140023.JPG,,SC12_12JanTo27Feb,14-Jan-21,8:17:06,Ok,TRUE,FALSE,Pecari tajacu,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140024.JPG,,SC12_12JanTo27Feb,14-Jan-21,12:11:53,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140025.JPG,,SC12_12JanTo27Feb,14-Jan-21,12:24:28,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140026.JPG,,SC12_12JanTo27Feb,14-Jan-21,12:37:20,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140027.JPG,,SC12_12JanTo27Feb,14-Jan-21,12:44:57,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140028.JPG,,SC12_12JanTo27Feb,14-Jan-21,12:51:12,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01140029.JPG,,SC12_12JanTo27Feb,14-Jan-21,13:13:28,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150030.JPG,,SC12_12JanTo27Feb,15-Jan-21,11:15:54,Ok,FALSE,FALSE,Homo sapien,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150031.JPG,,SC12_12JanTo27Feb,15-Jan-21,11:50:33,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150032.JPG,,SC12_12JanTo27Feb,15-Jan-21,11:58:07,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150033.JPG,,SC12_12JanTo27Feb,15-Jan-21,11:58:57,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150034.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:00:59,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150035.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:03:59,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150036.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:10:49,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150037.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:24:59,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150038.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:29:38,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150039.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:35:07,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150040.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:42:06,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01150041.JPG,,SC12_12JanTo27Feb,15-Jan-21,12:47:21,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160042.JPG,,SC12_12JanTo27Feb,16-Jan-21,6:46:45,Ok,FALSE,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160043.JPG,,SC12_12JanTo27Feb,16-Jan-21,6:53:26,Ok,TRUE,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160044.JPG,,SC12_12JanTo27Feb,16-Jan-21,6:54:46,Ok,FALSE,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160045.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:24:16,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160046.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:31:00,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160047.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:33:59,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160048.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:39:38,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160049.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:40:50,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160050.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:51:17,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160051.JPG,,SC12_12JanTo27Feb,16-Jan-21,11:57:05,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160052.JPG,,SC12_12JanTo27Feb,16-Jan-21,12:13:23,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160053.JPG,,SC12_12JanTo27Feb,16-Jan-21,12:20:17,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160054.JPG,,SC12_12JanTo27Feb,16-Jan-21,12:35:29,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01160055.JPG,,SC12_12JanTo27Feb,16-Jan-21,13:09:45,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
01170056.JPG,,SC12_12JanTo27Feb,17-Jan-21,10:11:33,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
