C,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,species1,species1count,species2,species2count,Flag,Water,OHV,Outreach,CamSetup,Note
06280146.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,11:41:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280147.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,11:48:24,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280148.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,11:53:54,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280149.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,11:56:04,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280150.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,12:17:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280151.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,12:42:23,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06280152.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,28-Jun-21,13:22:32,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290153.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,9:42:39,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290154.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,10:15:41,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290155.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,10:23:10,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290156.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,10:44:13,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290157.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,10:45:46,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06290158.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,29-Jun-21,10:50:43,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300159.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,10:40:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300160.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,11:53:34,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300161.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,12:24:11,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300162.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,12:53:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300163.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,12:57:43,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300164.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,12:58:23,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300165.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,13:57:03,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300166.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,13:59:22,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300167.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,14:00:29,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300168.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,14:00:58,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300169.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,19:30:38,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
06300170.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,30-Jun-21,23:13:12,Ok,FALSE,Procyon lotor,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010171.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,10:39:22,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010172.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,11:05:54,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010173.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,11:36:42,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010174.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,11:45:10,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010175.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,11:56:47,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010176.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,12:24:30,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010177.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,12:25:08,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07010178.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,1-Jul-21,13:25:10,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020179.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,12:24:39,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020180.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,12:28:49,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020181.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,12:49:01,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020182.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,13:17:40,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020183.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,13:19:15,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020184.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,13:22:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07020185.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,2-Jul-21,13:24:16,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07030186.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,3-Jul-21,10:30:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07040187.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,4-Jul-21,5:47:24,Ok,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07040188.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,4-Jul-21,7:38:36,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07040189.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,4-Jul-21,23:24:13,Ok,FALSE,Procyon lotor,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07040190.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,4-Jul-21,23:25:24,Ok,FALSE,Procyon lotor,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07050191.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,5-Jul-21,13:01:31,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07050192.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,5-Jul-21,13:03:49,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07050193.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,5-Jul-21,13:04:31,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07050194.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,5-Jul-21,13:22:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07050195.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,5-Jul-21,13:32:52,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060196.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,11:30:24,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060197.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:05:22,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060198.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:07:01,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060199.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:08:41,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060200.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:32:04,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060201.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:35:18,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060202.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:43:38,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060203.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,12:48:15,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060204.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,14:04:36,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060205.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,14:28:48,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060206.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,14:30:37,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060207.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,15:08:13,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07060208.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,6-Jul-21,15:22:09,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07070209.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,7-Jul-21,5:29:20,Ok,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090210.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,4:52:04,Ok,FALSE,Lynx rufus,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090211.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,10:30:05,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090212.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,11:06:00,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090213.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,12:08:45,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090214.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,12:14:49,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090215.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,13:05:30,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07090216.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,9-Jul-21,13:12:17,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100217.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,6:21:39,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100218.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,10:32:24,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100219.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,10:33:16,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100220.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,11:16:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100221.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,11:16:54,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100222.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,11:19:42,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100223.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,11:25:37,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100224.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,11:35:44,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100225.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,12:20:12,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100226.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,12:33:53,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100227.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:02:48,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100228.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:08:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100229.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:12:15,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100230.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:12:58,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100231.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:21:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100232.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:23:44,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100233.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:27:38,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100234.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,13:37:57,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100235.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,14:04:20,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100236.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,17:22:13,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100237.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,18:24:42,Ok,FALSE,Homo sapien,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100238.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,18:25:12,Ok,TRUE,Homo sapien,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100239.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,18:25:52,Ok,TRUE,Homo sapien,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07100240.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,10-Jul-21,22:36:22,Ok,FALSE,Procyon lotor,1,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
07110241.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,11-Jul-21,11:11:51,Ok,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,TRUE,
07110242.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,11-Jul-21,11:12:19,Ok,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,TRUE,
07110243.JPG,SC12_13JunTo11Jul,SC12_13JunTo11Jul-20220129T041454Z-001,11-Jul-21,11:12:47,Ok,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,TRUE,
