File,RelativePath,Folder,DateTime,ImageQuality,Flag,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Outreach,Note
04280494.JPG,,SC6_21MarTo1May, 2021-04-28 12:43:46,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280495.JPG,,SC6_21MarTo1May, 2021-04-28 12:46:39,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280496.JPG,,SC6_21MarTo1May, 2021-04-28 12:57:08,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280497.JPG,,SC6_21MarTo1May, 2021-04-28 13:12:25,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280498.JPG,,SC6_21MarTo1May, 2021-04-28 13:12:52,Ok,FALSE,FALSE,FALSE,Xerospermophilus tereticaudus,1,,0,FALSE,FALSE,FALSE,FALSE,
04280499.JPG,,SC6_21MarTo1May, 2021-04-28 13:16:19,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280500.JPG,,SC6_21MarTo1May, 2021-04-28 14:28:19,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
04280501.JPG,,SC6_21MarTo1May, 2021-04-28 14:32:54,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04280502.JPG,,SC6_21MarTo1May, 2021-04-28 18:06:31,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
04290503.JPG,,SC6_21MarTo1May, 2021-04-29 01:12:44,Ok,FALSE,FALSE,FALSE,Pecari tajacu,1,,0,FALSE,FALSE,FALSE,FALSE,
04290504.JPG,,SC6_21MarTo1May, 2021-04-29 04:14:02,Ok,FALSE,FALSE,FALSE,Canis latrans,1,,0,FALSE,FALSE,TRUE,FALSE,
04290505.JPG,,SC6_21MarTo1May, 2021-04-29 09:03:15,Ok,FALSE,FALSE,FALSE,Zenaida asiatica,1,,0,FALSE,FALSE,FALSE,FALSE,
04290506.JPG,,SC6_21MarTo1May, 2021-04-29 10:55:11,Ok,FALSE,FALSE,FALSE,Otospermophilus variegatus,1,,0,FALSE,FALSE,FALSE,FALSE,
