File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,species1,species1count,species2,species2count,Flag,Water,OHV,Outreach,CamSetup,Note,
01110001.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:22:26,Ok,false,,0,,0,false,false,false,false,true,,
01110002.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:22:58,Ok,false,,0,,0,false,false,false,false,true,,
01110003.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:23:30,Ok,false,,0,,0,false,false,false,false,true,,
01110004.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:24:09,Ok,false,,0,,0,false,false,false,false,true,,
01110005.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:24:39,Ok,false,,0,,0,false,false,false,false,true,,
01110006.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:25:11,Ok,false,,0,,0,false,false,false,false,true,,
01110007.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:25:43,Ok,false,,0,,0,false,false,false,false,true,,
01110008.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:26:16,Ok,false,,0,,0,false,false,false,false,true,,
01110009.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:26:47,Ok,false,,0,,0,false,false,false,false,true,,
01110010.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:27:20,Ok,false,,0,,0,false,false,false,false,true,,
01110011.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:27:50,Ok,false,,0,,0,false,false,false,false,true,,
01110012.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:28:22,Ok,false,,0,,0,false,false,false,false,true,,
01110013.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:28:55,Ok,false,,0,,0,false,false,false,false,true,,
01110014.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:29:25,Ok,false,,0,,0,false,false,false,false,true,,
01110015.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:33:33,Ok,true,,0,,0,false,false,false,false,false,,
01110016.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:39:53,Ok,true,,0,,0,false,false,false,false,false,,
01110017.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:42:40,Ok,true,,0,,0,false,false,false,false,false,,
01110018.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:46:16,Ok,true,,0,,0,false,false,false,false,false,,
01110019.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:49:00,Ok,true,,0,,0,false,false,false,false,false,,
01110020.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:51:58,Ok,true,,0,,0,false,false,false,false,false,,
01110021.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:53:11,Ok,true,,0,,0,false,false,false,false,false,,
01110022.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:53:45,Ok,true,,0,,0,false,false,false,false,false,,
01110023.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:54:48,Ok,true,,0,,0,false,false,false,false,false,,
01110024.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:55:28,Ok,true,,0,,0,false,false,false,false,false,,
01110025.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:56:35,Ok,true,,0,,0,false,false,false,false,false,,
01110026.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:57:30,Ok,true,,0,,0,false,false,false,false,false,,
01110027.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:58:12,Ok,true,,0,,0,false,false,false,false,false,,
01110028.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:59:08,Ok,true,,0,,0,false,false,false,false,false,,
01110029.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,10:59:57,Ok,true,,0,,0,false,false,false,false,false,,
01110030.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:02:19,Ok,true,,0,,0,false,false,false,false,false,,
01110031.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:02:51,Ok,true,,0,,0,false,false,false,false,false,,
01110032.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:04:36,Ok,true,,0,,0,false,false,false,false,false,,
01110033.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:06:50,Ok,true,,0,,0,false,false,false,false,false,,
01110034.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:09:54,Ok,true,,0,,0,false,false,false,false,false,,
01110035.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:10:42,Ok,true,,0,,0,false,false,false,false,false,,
01110036.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:12:17,Ok,true,,0,,0,false,false,false,false,false,,
01110037.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:15:39,Ok,true,,0,,0,false,false,false,false,false,,
01110038.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:16:12,Ok,true,,0,,0,false,false,false,false,false,,
01110039.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:17:52,Ok,true,,0,,0,false,false,false,false,false,,
01110040.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:19:13,Ok,true,,0,,0,false,false,false,false,false,,
01110041.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:20:40,Ok,true,,0,,0,false,false,false,false,false,,
01110042.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:21:19,Ok,true,,0,,0,false,false,false,false,false,,
01110043.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:24:05,Ok,true,,0,,0,false,false,false,false,false,,
01110044.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:25:11,Ok,true,,0,,0,false,false,false,false,false,,
01110045.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:27:45,Ok,true,,0,,0,false,false,false,false,false,,
01110046.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:28:36,Ok,true,,0,,0,false,false,false,false,false,,
01110047.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:29:27,Ok,true,,0,,0,false,false,false,false,false,,
01110048.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:30:47,Ok,true,,0,,0,false,false,false,false,false,,
01110049.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:32:36,Ok,true,,0,,0,false,false,false,false,false,,
01110050.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:33:24,Ok,true,,0,,0,false,false,false,false,false,,
01110051.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:35:37,Ok,true,,0,,0,false,false,false,false,false,,
01110052.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:37:21,Ok,true,,0,,0,false,false,false,false,false,,
01110053.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:38:58,Ok,true,,0,,0,false,false,false,false,false,,
01110054.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:41:23,Ok,true,,0,,0,false,false,false,false,false,,
01110055.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:43:43,Ok,true,,0,,0,false,false,false,false,false,,
01110056.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:45:54,Ok,true,,0,,0,false,false,false,false,false,,
01110057.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:47:07,Ok,true,,0,,0,false,false,false,false,false,,
01110058.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:48:08,Ok,true,,0,,0,false,false,false,false,false,,
01110059.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:48:51,Ok,true,,0,,0,false,false,false,false,false,,
01110060.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:50:01,Ok,true,,0,,0,false,false,false,false,false,,
01110061.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:52:37,Ok,true,,0,,0,false,false,false,false,false,,
01110062.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:53:21,Ok,true,,0,,0,false,false,false,false,false,,
01110063.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:54:44,Ok,true,,0,,0,false,false,false,false,false,,
01110064.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:56:07,Ok,true,,0,,0,false,false,false,false,false,,
01110065.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:58:48,Ok,true,,0,,0,false,false,false,false,false,,
01110066.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,11:59:37,Ok,true,,0,,0,false,false,false,false,false,,
01110067.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:00:09,Ok,true,,0,,0,false,false,false,false,false,,
01110068.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:00:53,Ok,true,,0,,0,false,false,false,false,false,,
01110069.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:01:36,Ok,true,,0,,0,false,false,false,false,false,,
01110070.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:03:05,Ok,true,,0,,0,false,false,false,false,false,,
01110071.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:04:02,Ok,true,,0,,0,false,false,false,false,false,,
01110072.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:04:41,Ok,true,,0,,0,false,false,false,false,false,,
01110073.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:06:00,Ok,true,,0,,0,false,false,false,false,false,,
01110074.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:06:52,Ok,true,,0,,0,false,false,false,false,false,,
01110075.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:07:26,Ok,true,,0,,0,false,false,false,false,false,,
01110076.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:08:15,Ok,true,,0,,0,false,false,false,false,false,,
01110077.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:08:48,Ok,true,,0,,0,false,false,false,false,false,,
01110078.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:09:28,Ok,true,,0,,0,false,false,false,false,false,,
01110079.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:10:00,Ok,true,,0,,0,false,false,false,false,false,,
01110080.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:10:49,Ok,true,,0,,0,false,false,false,false,false,,
01110081.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:11:29,Ok,true,,0,,0,false,false,false,false,false,,
01110082.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:12:05,Ok,true,,0,,0,false,false,false,false,false,,
01110083.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:13:55,Ok,true,,0,,0,false,false,false,false,false,,
01110084.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:14:31,Ok,true,,0,,0,false,false,false,false,false,,
01110085.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:15:21,Ok,true,,0,,0,false,false,false,false,false,,
01110086.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:16:39,Ok,true,,0,,0,false,false,false,false,false,,
01110087.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:17:17,Ok,true,,0,,0,false,false,false,false,false,,
01110088.JPG,,SCR3_11JanTo27Jan,11-Jan-2021,12:17:51,Ok,true,,0,,0,false,false,false,false,false,,
