File,RelativePath,Folder,ImageQuality,DeleteFlag,species1,species1count,species2,species2count,Flag,Water,OHV,Outreach,CamSetup,Note,DateTime
06140161.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 15:56:21
06140162.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:02:14
06140163.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:05:57
06140164.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:07:17
06140165.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:08:33
06140166.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:10:05
06140167.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:11:24
06140168.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:13:13
06140169.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:14:56
06140170.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:18:20
06140171.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:33:30
06140172.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:35:01
06140173.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:40:08
06140174.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:52:43
06140175.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:54:41
06140176.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:56:54
06140177.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 16:59:23
06140178.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 17:01:34
06140179.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 17:02:50
06140180.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 17:05:06
06140181.JPG,,SC3_13JunTo8Jul,Ok,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,, 2021-06-14 17:07:15
