File,RelativePath,Folder,DateTime,ImageQuality,Flag,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Outreach,Note
07080816.JPG,,SC7_13JunTo11Jul, 2021-07-08 12:53:30,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080817.JPG,,SC7_13JunTo11Jul, 2021-07-08 12:55:36,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080818.JPG,,SC7_13JunTo11Jul, 2021-07-08 12:57:39,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080819.JPG,,SC7_13JunTo11Jul, 2021-07-08 12:58:53,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080820.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:01:43,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080821.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:03:28,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080822.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:04:45,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080823.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:09:54,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080824.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:28:48,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080825.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:29:56,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080826.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:34:14,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080827.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:39:08,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080828.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:40:22,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080829.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:58:31,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080830.JPG,,SC7_13JunTo11Jul, 2021-07-08 13:59:51,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080831.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:01:29,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080832.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:03:42,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080833.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:05:16,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080834.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:15:27,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080835.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:27:50,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080836.JPG,,SC7_13JunTo11Jul, 2021-07-08 14:57:33,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080837.JPG,,SC7_13JunTo11Jul, 2021-07-08 15:14:29,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07080838.JPG,,SC7_13JunTo11Jul, 2021-07-08 15:48:14,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090839.JPG,,SC7_13JunTo11Jul, 2021-07-09 12:06:27,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090840.JPG,,SC7_13JunTo11Jul, 2021-07-09 12:13:18,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090841.JPG,,SC7_13JunTo11Jul, 2021-07-09 12:20:27,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090842.JPG,,SC7_13JunTo11Jul, 2021-07-09 13:08:10,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090843.JPG,,SC7_13JunTo11Jul, 2021-07-09 13:12:58,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090844.JPG,,SC7_13JunTo11Jul, 2021-07-09 13:16:16,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090845.JPG,,SC7_13JunTo11Jul, 2021-07-09 13:35:04,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090846.JPG,,SC7_13JunTo11Jul, 2021-07-09 13:42:56,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090847.JPG,,SC7_13JunTo11Jul, 2021-07-09 14:16:01,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090848.JPG,,SC7_13JunTo11Jul, 2021-07-09 14:19:00,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090849.JPG,,SC7_13JunTo11Jul, 2021-07-09 14:29:12,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090850.JPG,,SC7_13JunTo11Jul, 2021-07-09 15:06:33,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090851.JPG,,SC7_13JunTo11Jul, 2021-07-09 15:09:53,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07090852.JPG,,SC7_13JunTo11Jul, 2021-07-09 16:31:48,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
07100853.JPG,,SC7_13JunTo11Jul, 2021-07-10 11:08:39,Ok,FALSE,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,
