File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note,
EK000001.JPG,,SC13_1MayTo13Jun,01-May-2021,11:12:09,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000002.JPG,,SC13_1MayTo13Jun,01-May-2021,11:12:37,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000003.JPG,,SC13_1MayTo13Jun,01-May-2021,11:13:05,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000004.JPG,,SC13_1MayTo13Jun,01-May-2021,11:13:33,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000005.JPG,,SC13_1MayTo13Jun,01-May-2021,11:14:11,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000006.JPG,,SC13_1MayTo13Jun,01-May-2021,11:14:39,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000007.JPG,,SC13_1MayTo13Jun,01-May-2021,11:15:07,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000008.JPG,,SC13_1MayTo13Jun,01-May-2021,11:15:35,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000009.JPG,,SC13_1MayTo13Jun,01-May-2021,11:16:04,Ok,true,true,,0,,0,false,false,false,false,false,,
EK000010.JPG,,SC13_1MayTo13Jun,01-May-2021,11:16:32,Ok,true,true,,0,,0,false,false,false,false,false,,
