File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,species1,species1count,species2,species2count,Flag,Water,OHV,Outreach,CamSetup,Note,
01110001.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:30:55,Ok,false,Homo sapien,0,,0,false,false,false,false,true,,
01110002.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:31:32,Ok,true,,0,,0,false,false,false,false,false,,
01110003.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:32:07,Ok,false,Homo sapien,1,,0,false,false,false,false,true,,
01110004.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:32:42,Ok,false,Homo sapien,1,,0,false,false,false,false,true,,
01110005.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:33:21,Ok,false,Homo sapien,1,,0,false,true,false,false,true,,
01110006.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,11:33:56,Ok,false,Homo sapien,1,,0,false,true,false,false,true,,
01110007.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:10:20,Ok,true,,0,,0,false,true,false,false,false,,
01110008.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:14:48,Ok,true,,0,,0,false,true,false,false,false,,
01110009.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:18:17,Ok,true,,0,,0,false,true,false,false,false,,
01110010.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:30:07,Ok,true,,0,,0,false,true,false,false,false,,
01110011.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:36:38,Ok,true,,0,,0,false,true,false,false,false,,
01110012.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,11-Jan-2021,12:39:50,Ok,true,,0,,0,false,true,false,false,false,,
01120013.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,12-Jan-2021,06:49:52,Ok,false,Sylvilagus audubonii,1,,0,false,true,false,false,false,,
01120014.JPG,SCR5_11JanTo7Mar,Santa Cruz Camera 5,12-Jan-2021,06:58:17,Ok,false,Sylvilagus audubonii,1,,0,false,true,false,false,false,,
