File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,species1,species1count,species2,species2count,Flag,Water,OHV,Outreach,CamSetup,Note,
01110001.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,14:57:50,Ok,false,,0,,0,false,false,false,false,true,,
01110002.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,14:58:24,Ok,false,,0,,0,false,false,false,false,true,,
01110003.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,14:58:58,Ok,false,,0,,0,false,false,false,false,true,,
01110004.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,14:59:34,Ok,false,,0,,0,false,false,false,false,true,,
01110005.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:00:17,Ok,false,,0,,0,false,false,false,false,true,,
01110006.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:00:55,Ok,false,,0,,0,false,false,false,false,true,,
01110007.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:01:29,Ok,false,,0,,0,false,false,false,false,true,,
01110008.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:02:03,Ok,false,,0,,0,false,false,false,false,true,,
01110009.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:02:44,Ok,false,,0,,0,false,false,false,false,true,,
01110010.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:03:32,Ok,false,,0,,0,false,false,false,false,true,,
01110011.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:07:05,Ok,true,,0,,0,false,false,false,false,false,,
01110012.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:08:28,Ok,true,,0,,0,false,false,false,false,false,,
01110013.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:09:34,Ok,true,,0,,0,false,false,false,false,false,,
01110014.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:10:58,Ok,true,,0,,0,false,false,false,false,false,,
01110015.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:12:40,Ok,true,,0,,0,false,false,false,false,false,,
01110016.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:13:18,Ok,true,,0,,0,false,false,false,false,false,,
01110017.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:13:59,Ok,true,,0,,0,false,false,false,false,false,,
01110018.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:17:05,Ok,true,,0,,0,false,false,false,false,false,,
01110019.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:20:36,Ok,true,,0,,0,false,false,false,false,false,,
01110020.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:22:20,Ok,true,,0,,0,false,false,false,false,false,,
01110021.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:23:18,Ok,true,,0,,0,false,false,false,false,false,,
01110022.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:24:41,Ok,true,,0,,0,false,false,false,false,false,,
01110023.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:25:51,Ok,true,,0,,0,false,false,false,false,false,,
01110024.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:28:03,Ok,true,,0,,0,false,false,false,false,false,,
01110025.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:29:24,Ok,true,,0,,0,false,false,false,false,false,,
01110026.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:30:37,Ok,true,,0,,0,false,false,false,false,false,,
01110027.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:35:09,Ok,true,,0,,0,false,false,false,false,false,,
01110028.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:35:57,Ok,true,,0,,0,false,false,false,false,false,,
01110029.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:36:44,Ok,true,,0,,0,false,false,false,false,false,,
01110030.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:38:37,Ok,true,,0,,0,false,false,false,false,false,,
01110031.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:41:21,Ok,true,,0,,0,false,false,false,false,false,,
01110032.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:43:58,Ok,true,,0,,0,false,false,false,false,false,,
01110033.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:46:32,Ok,true,,0,,0,false,false,false,false,false,,
01110034.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:47:18,Ok,true,,0,,0,false,false,false,false,false,,
01110035.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:51:03,Ok,true,,0,,0,false,false,false,false,false,,
01110036.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:55:34,Ok,true,,0,,0,false,false,false,false,false,,
01110037.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:56:40,Ok,true,,0,,0,false,false,false,false,false,,
01110038.JPG,SC8\SC8_11JanTo13Feb,Santa Cruz Camera 8,11-Jan-2021,15:58:07,Ok,true,,0,,0,false,false,false,false,false,,
