File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note,
06130006.JPG,,SC14_13JunTo11Jul,13-Jun-2021,14:58:20,Ok,true,false,,0,,0,false,false,false,false,false,,
06130007.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:01:48,Ok,true,false,,0,,0,false,false,false,false,false,,
06130008.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:03:27,Ok,true,false,,0,,0,false,false,false,false,false,,
06130009.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:07:31,Ok,true,false,,0,,0,false,false,false,false,false,,
06130010.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:09:09,Ok,true,false,,0,,0,false,false,false,false,false,,
06130011.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:19:18,Ok,true,false,,0,,0,false,false,false,false,false,,
06130012.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:23:49,Ok,true,false,,0,,0,false,false,false,false,false,,
06130013.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:46:10,Ok,true,false,,0,,0,false,false,false,false,false,,
06130014.JPG,,SC14_13JunTo11Jul,13-Jun-2021,15:49:40,Ok,true,false,,0,,0,false,false,false,false,false,,
06140015.JPG,,SC14_13JunTo11Jul,14-Jun-2021,14:29:05,Ok,true,false,,0,,0,false,false,false,false,false,,
06140016.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:06:49,Ok,true,false,,0,,0,false,false,false,false,false,,
06140017.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:12:45,Ok,true,false,,0,,0,false,false,false,false,false,,
06140018.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:13:51,Ok,true,false,,0,,0,false,false,false,false,false,,
06140019.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:15:02,Ok,true,false,,0,,0,false,false,false,false,false,,
06140020.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:25:19,Ok,true,false,,0,,0,false,false,false,false,false,,
06140021.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:41:00,Ok,true,false,,0,,0,false,false,false,false,false,,
06140022.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:42:10,Ok,true,false,,0,,0,false,false,false,false,false,,
06140023.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:51:23,Ok,true,false,,0,,0,false,false,false,false,false,,
06140024.JPG,,SC14_13JunTo11Jul,14-Jun-2021,15:57:49,Ok,true,false,,0,,0,false,false,false,false,false,,
