File,RelativePath,Folder,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note,DateTime,
04190076.JPG,,SC4_7MarTo24Apr,Ok,false,false,Xerospermophilus tereticaudus,1,,0,false,false,false,false,false,, 2021-04-19 12:58:23,
04190077.JPG,,SC4_7MarTo24Apr,Ok,false,false,Homo sapien,1,,0,false,false,false,false,false,, 2021-04-19 19:13:45,
04200078.JPG,,SC4_7MarTo24Apr,Ok,false,false,Canis latrans,1,,0,false,false,false,false,false,, 2021-04-20 01:16:34,
04200079.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-20 04:23:41,
04200080.JPG,,SC4_7MarTo24Apr,Ok,false,false,Unknown,1,,0,false,false,false,false,false,just eyes. left side, 2021-04-20 04:37:00,
04200081.JPG,,SC4_7MarTo24Apr,Ok,false,false,Canis familiaris,1,,0,false,false,false,false,false,, 2021-04-20 07:43:41,
04200082.JPG,,SC4_7MarTo24Apr,Ok,false,false,Unknown,1,,0,false,false,false,false,false,turkey volture, 2021-04-20 12:22:11,
04200083.JPG,,SC4_7MarTo24Apr,Ok,false,false,Sylvilagus audubonii,1,,0,false,false,false,false,false,, 2021-04-20 13:40:18,
04200084.JPG,,SC4_7MarTo24Apr,Ok,false,false,Sylvilagus audubonii,1,,0,false,false,false,false,false,, 2021-04-20 14:22:25,
04200085.JPG,,SC4_7MarTo24Apr,Ok,false,false,Xerospermophilus tereticaudus,1,,0,false,false,false,false,false,, 2021-04-20 15:24:48,
04200086.JPG,,SC4_7MarTo24Apr,Ok,false,false,Xerospermophilus tereticaudus,1,,0,false,false,false,false,false,, 2021-04-20 15:32:26,
04200087.JPG,,SC4_7MarTo24Apr,Ok,false,false,Homo sapien,1,,0,false,false,false,false,false,, 2021-04-20 18:38:26,
04210088.JPG,,SC4_7MarTo24Apr,Ok,false,false,Sylvilagus audubonii,1,,0,false,false,false,false,false,, 2021-04-21 03:56:59,
04210089.JPG,,SC4_7MarTo24Apr,Ok,false,false,Unknown,1,,0,false,false,false,false,false,just eyes. left side, 2021-04-21 04:29:26,
04210090.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-21 10:54:32,
04210091.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-21 11:17:00,
04210092.JPG,,SC4_7MarTo24Apr,Ok,false,false,Canis latrans,1,,0,false,false,false,false,false,, 2021-04-21 13:43:36,
04210093.JPG,,SC4_7MarTo24Apr,Ok,false,false,Xerospermophilus tereticaudus,1,,0,false,false,false,false,false,, 2021-04-21 14:15:07,
04210094.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-21 14:41:48,
04210095.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-21 15:47:42,
04220096.JPG,,SC4_7MarTo24Apr,Ok,false,false,Sylvilagus audubonii,1,,0,false,false,false,false,false,, 2021-04-22 01:38:49,
04220097.JPG,,SC4_7MarTo24Apr,Ok,false,false,Homo sapien,1,Canis familiaris,1,false,false,false,false,false,, 2021-04-22 06:26:08,
04220098.JPG,,SC4_7MarTo24Apr,Ok,false,false,Homo sapien,1,,0,false,false,false,false,false,, 2021-04-22 13:54:12,
04230099.JPG,,SC4_7MarTo24Apr,Ok,false,false,Xerospermophilus tereticaudus,1,,0,false,false,false,false,false,, 2021-04-23 14:59:49,
04230100.JPG,,SC4_7MarTo24Apr,Ok,false,false,Homo sapien,1,,0,false,false,false,false,false,, 2021-04-23 16:20:55,
04230101.JPG,,SC4_7MarTo24Apr,Ok,true,false,,0,,0,false,false,false,false,false,, 2021-04-23 23:59:11,
04240102.JPG,,SC4_7MarTo24Apr,Ok,true,true,,0,,0,false,false,false,false,false,, 2021-04-24 10:10:12,
04240103.JPG,,SC4_7MarTo24Apr,Ok,true,true,,0,,0,false,false,false,false,false,, 2021-04-24 10:10:44,
04240104.JPG,,SC4_7MarTo24Apr,Ok,true,true,,0,,0,false,false,false,false,false,, 2021-04-24 10:11:16,
