File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CamSetup,species1,species1count,species2,species2count,Water,OHV,Mange,Flag,Outreach,Note
03060001.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:01:36,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060002.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:02:11,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060003.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:02:46,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060004.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:03:22,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060005.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:03:59,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060006.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:04:35,Ok,TRUE,TRUE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060007.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:05:52,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060008.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:06:50,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060009.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:07:52,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060010.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:08:32,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060011.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:09:13,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060012.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:10:18,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060013.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:11:50,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060014.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:13:30,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
03060015.JPG,,SC11_6MarTo11Jul,6-Mar-21,11:15:46,Ok,TRUE,FALSE,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,
